target_id	length	eff_length	est_counts	tpm
lcl|NW_026851517.1_cds_XP_060605445.1_29	1842	1474.4	0	0
lcl|NW_026851517.1_cds_XP_060606192.1_30	1842	1474.4	0	0
lcl|NW_026851517.1_cds_XP_060606880.1_31	1842	1474.4	0	0
lcl|NW_026851517.1_cds_XP_060607600.1_32	1842	1474.4	0	0
lcl|NW_026851517.1_cds_XP_060608329.1_33	1842	1474.4	0	0
lcl|NW_026851517.1_cds_XP_060551781.1_34	6159	5791.4	1	0.0256739
lcl|NW_026851517.1_cds_XP_060554724.1_35	9984	9616.4	4	0.0618475
lcl|NW_026851518.1_cds_XP_060563049.1_36	738	373.098	5.67051	2.25982
lcl|NW_026851518.1_cds_XP_060564135.1_37	510	166.104	0	0
lcl|NW_026851518.1_cds_XP_060565548.1_38	2718	2350.4	17	1.07543
lcl|NW_026851518.1_cds_XP_060566633.1_39	1746	1378.4	0	0
lcl|NW_026851518.1_cds_XP_060567726.1_40	978	610.461	8	1.94853
lcl|NW_026851518.1_cds_XP_060555841.1_41	975	607.469	0	0
lcl|NW_026851518.1_cds_XP_060559778.1_42	534	185.387	0	0
lcl|NW_026851518.1_cds_XP_060570199.1_43	513	168.555	1	0.882128
lcl|NW_026851518.1_cds_XP_060569522.1_44	513	168.555	1	0.882128
lcl|NW_026851518.1_cds_XP_060568780.1_45	513	168.555	1	0.882128
lcl|NW_026851518.1_cds_XP_060571252.1_46	1782	1414.4	0	0
lcl|NW_026851518.1_cds_XP_060560892.1_47	630	268.946	0	0
lcl|NW_026851518.1_cds_XP_060556910.1_48	543	192.909	0	0
lcl|NW_026851518.1_cds_XP_060557644.1_49	543	192.909	0	0
lcl|NW_026851518.1_cds_XP_060561974.1_50	744	379.011	0	0
lcl|NW_026851518.1_cds_XP_060558691.1_51	480	143.249	0	0
lcl|NW_026851519.1_cds_XP_060574867.1_52	498	156.712	6	5.69276
lcl|NW_026851519.1_cds_XP_060573074.1_53	1911	1543.4	0	0
lcl|NW_026851520.1_cds_XP_060575963.1_54	2280	1912.4	0	0
lcl|NW_026851520.1_cds_XP_060576656.1_55	2112	1744.4	8.66571	0.73864
lcl|NW_026851520.1_cds_XP_060577728.1_56	1060	692.399	0	0
lcl|NW_026851521.1_cds_XP_060578795.1_57	393	87.2791	0	0
lcl|NW_026851521.1_cds_XP_060579061.1_58	471	136.678	0	0
lcl|NW_026851521.1_cds_XP_060579180.1_59	555	202.921	0	0
lcl|NW_026851523.1_cds_XP_060579508.1_60	1299	931.399	4	0.638556
lcl|NW_026851525.1_cds_XP_060579682.1_61	1221	853.399	0	0
lcl|NW_026851527.1_cds_XP_060579800.1_62	1047	679.399	0	0
lcl|NW_026851528.1_cds_XP_060579907.1_63	215	32.2185	1	4.61497
lcl|NW_026851530.1_cds_XP_060580015.1_64	2667	2299.4	4	0.258655
lcl|NW_026851530.1_cds_XP_060580113.1_65	1602	1234.4	0	0
lcl|NW_026851531.1_cds_XP_060580395.1_66	744	379.011	0	0
lcl|NW_026851531.1_cds_XP_060580290.1_67	738	373.098	0	0
lcl|NW_026851536.1_cds_XP_060580781.1_68	408	95.1683	0	0
lcl|NW_026851536.1_cds_XP_060580894.1_69	402	91.924	0	0
lcl|NW_026851536.1_cds_XP_060580564.1_70	417	100.36	0	0
lcl|NW_026851536.1_cds_XP_060580674.1_71	324	56.5597	3	7.88658
lcl|NW_026851537.1_cds_XP_060581000.1_72	882	515.053	0	0
lcl|NW_026851537.1_cds_XP_060581109.1_73	2991	2623.4	0	0
lcl|NW_026851537.1_cds_XP_060581218.1_74	2685	2317.4	0	0
lcl|NW_026851537.1_cds_XP_060581333.1_75	900	532.888	8	2.23218
lcl|NW_026851537.1_cds_XP_060581445.1_76	3789	3421.4	4	0.173832
lcl|NW_026851537.1_cds_XP_060581731.1_77	2898	2530.4	6	0.352563
lcl|NW_026851537.1_cds_XP_060581554.1_78	1293	925.399	0	0
lcl|NW_026851537.1_cds_XP_060581631.1_79	1293	925.399	0	0
lcl|NW_026851537.1_cds_XP_060581841.1_80	1383	1015.4	0	0
lcl|NW_026851537.1_cds_XP_060581913.1_81	1308	940.399	0	0
lcl|NW_026851537.1_cds_XP_060581983.1_82	1308	940.399	0	0
lcl|NW_026851537.1_cds_XP_060582054.1_83	1308	940.399	0	0
lcl|NW_026851537.1_cds_XP_060582138.1_84	1308	940.399	0	0
lcl|NW_026851537.1_cds_XP_060582696.1_85	1686	1318.4	1944.27	219.272
lcl|NW_026851537.1_cds_XP_060582546.1_86	1776	1408.4	47.3938	5.00346
lcl|NW_026851537.1_cds_XP_060582620.1_87	1770	1402.4	2020.75	214.248
lcl|NW_026851537.1_cds_XP_060582763.1_88	1602	1234.4	3275.7	394.57
lcl|NW_026851537.1_cds_XP_060582257.1_89	1860	1492.4	0	0
lcl|NW_026851537.1_cds_XP_060582326.1_90	1860	1492.4	0	0
lcl|NW_026851537.1_cds_XP_060582836.1_91	1290	922.399	28.8301	4.64732
lcl|NW_026851537.1_cds_XP_060582402.1_92	1821	1453.4	334.139	34.1836
lcl|NW_026851537.1_cds_XP_060582473.1_93	1818	1450.4	490.913	50.3259
lcl|NW_026851538.1_cds_XP_060583815.1_94	1929	1561.4	5.17642	0.492936
lcl|NW_026851538.1_cds_XP_060583978.1_95	2580	2212.4	32	2.15061
lcl|NW_026851538.1_cds_XP_060583917.1_96	2580	2212.4	0	0
lcl|NW_026851538.1_cds_XP_060584048.1_97	2580	2212.4	0	0
lcl|NW_026851538.1_cds_XP_060584152.1_98	1725	1357.4	0	0
lcl|NW_026851538.1_cds_XP_060584260.1_99	1101	733.399	1	0.202738
lcl|NW_026851538.1_cds_XP_060584362.1_100	672	308.954	436	209.83
lcl|NW_026851538.1_cds_XP_060584471.1_101	519	173.331	6	5.14693
lcl|NW_026851538.1_cds_XP_060584586.1_102	387	84.6935	0	0
lcl|NW_026851538.1_cds_XP_060583593.1_103	765	399.482	0	0
lcl|NW_026851538.1_cds_XP_060583710.1_104	549	197.849	0	0
lcl|NW_026851539.1_cds_XP_060584692.1_105	321	55.3025	0	0
lcl|NW_026851539.1_cds_XP_060584933.1_106	1482	1114.4	0	0
lcl|NW_026851539.1_cds_XP_060584998.1_107	1482	1114.4	0	0
lcl|NW_026851539.1_cds_XP_060585071.1_108	1482	1114.4	0	0
lcl|NW_026851539.1_cds_XP_060585143.1_109	1482	1114.4	0	0
lcl|NW_026851539.1_cds_XP_060584809.1_110	2787	2419.4	26.2753	1.61479
lcl|NW_026851540.1_cds_XP_060585367.1_111	429	107.586	0	0
lcl|NW_026851540.1_cds_XP_060585432.1_112	429	107.586	0	0
lcl|NW_026851541.1_cds_XP_060585802.1_113	3087	2719.4	0.6	0.032806
lcl|NW_026851541.1_cds_XP_060585873.1_114	3087	2719.4	0.6	0.032806
lcl|NW_026851541.1_cds_XP_060585953.1_115	3087	2719.4	0.6	0.032806
lcl|NW_026851541.1_cds_XP_060586024.1_116	3087	2719.4	0.6	0.032806
lcl|NW_026851541.1_cds_XP_060586085.1_117	3087	2719.4	0.6	0.032806
lcl|NW_026851541.1_cds_XP_060586192.1_118	510	166.104	31	27.7496
lcl|NW_026851541.1_cds_XP_060585619.1_119	1293	925.399	0	0
lcl|NW_026851542.1_cds_XP_060586374.1_120	2199	1831.4	3	0.243564
lcl|NW_026851545.1_cds_XP_060586484.1_121	936	568.621	0	0
lcl|NW_026851545.1_cds_XP_060586822.1_122	1272	904.399	0	0
lcl|NW_026851545.1_cds_XP_060586600.1_123	753	387.759	0	0
lcl|NW_026851545.1_cds_XP_060586701.1_124	555	202.921	0	0
lcl|NW_026851546.1_cds_XP_060586931.1_125	2034	1666.4	0	0
lcl|NW_026851547.1_cds_XP_060587037.1_126	1191	823.399	3	0.541733
lcl|NW_026851548.1_cds_XP_060587142.1_127	1008	640.399	0.5	0.11609
lcl|NW_026851548.1_cds_XP_060587205.1_128	1008	640.399	0.5	0.11609
lcl|NW_026851550.1_cds_XP_060587319.1_129	651	288.873	0	0
lcl|NW_026851550.1_cds_XP_060587415.1_130	510	166.104	0	0
lcl|NW_026851551.1_cds_XP_060587519.1_131	595	237.307	31	19.4234
lcl|NW_026851552.1_cds_XP_060587623.1_132	1666	1298.4	6	0.687096
lcl|NW_026851554.1_cds_XP_060587995.1_133	360	72.491	0	0
lcl|NW_026851554.1_cds_XP_060588750.1_134	1950	1582.4	0	0
lcl|NW_026851554.1_cds_XP_060588318.1_135	3948	3580.4	10.8328	0.449868
lcl|NW_026851554.1_cds_XP_060588178.1_136	4008	3640.4	0	0
lcl|NW_026851554.1_cds_XP_060588387.1_137	3816	3448.4	0	0
lcl|NW_026851554.1_cds_XP_060588245.1_138	3966	3598.4	0	0
lcl|NW_026851554.1_cds_XP_060588533.1_139	3063	2695.4	6.16718	0.340203
lcl|NW_026851554.1_cds_XP_060588459.1_140	3633	3265.4	0	0
lcl|NW_026851554.1_cds_XP_060588641.1_141	1248	880.399	0	0
lcl|NW_026851554.1_cds_XP_060588863.1_142	702	337.949	0	0
lcl|NW_026851555.1_cds_XP_060589041.1_143	465	132.216	0	0
lcl|NW_026851556.1_cds_XP_060589153.1_144	405	93.5412	2	3.17908
lcl|NW_026851557.1_cds_XP_060589339.1_145	3877	3509.4	0	0
lcl|NW_026851559.1_cds_XP_060589552.1_146	1614	1246.4	0	0
lcl|NW_026851559.1_cds_XP_060589445.1_147	3456	3088.4	0	0
lcl|NW_026851560.1_cds_XP_060589723.1_148	1068	700.399	5.4773	1.16278
lcl|NW_026851561.1_cds_XP_060589938.1_149	1443	1075.4	0	0
lcl|NW_026851561.1_cds_XP_060590003.1_150	1443	1075.4	0	0
lcl|NW_026851561.1_cds_XP_060589840.1_151	2109	1741.4	0	0
lcl|NW_026851563.1_cds_XP_060590119.1_152	841	474.401	0	0
lcl|NW_026851565.1_cds_XP_060590338.1_153	2508	2140.4	0	0
lcl|NW_026851565.1_cds_XP_060590454.1_154	480	143.249	0	0
lcl|NW_026851565.1_cds_XP_060590516.1_155	480	143.249	0	0
lcl|NW_026851565.1_cds_XP_060590619.1_156	1896	1528.4	9	0.875549
lcl|NW_026851566.1_cds_XP_060590727.1_157	1416	1048.4	0	0
lcl|NW_026851567.1_cds_XP_060590842.1_158	1266	898.399	0	0
lcl|NW_026851567.1_cds_XP_060591026.1_159	483	145.48	0	0
lcl|NW_026851567.1_cds_XP_060591141.1_160	945	577.596	0	0
lcl|NW_026851568.1_cds_XP_060591464.1_161	402	91.924	0	0
lcl|NW_026851568.1_cds_XP_060591582.1_162	426	105.746	0	0
lcl|NW_026851568.1_cds_XP_060591661.1_163	357	71.0645	0	0
lcl|NW_026851568.1_cds_XP_060591769.1_164	3306	2938.4	0	0
lcl|NW_026851568.1_cds_XP_060591845.1_165	3306	2938.4	0	0
lcl|NW_026851568.1_cds_XP_060591908.1_166	3183	2815.4	3	0.158437
lcl|NW_026851568.1_cds_XP_060591246.1_167	1557	1189.4	0	0
lcl|NW_026851568.1_cds_XP_060591358.1_168	642	280.292	0	0
lcl|NW_026851568.1_cds_XP_060592709.1_169	912	544.78	0	0
lcl|NW_026851568.1_cds_XP_060592203.1_170	1203	835.399	1.5	0.266976
lcl|NW_026851568.1_cds_XP_060592282.1_171	1203	835.399	1.5	0.266976
lcl|NW_026851568.1_cds_XP_060592099.1_172	1416	1048.4	107.655	15.268
lcl|NW_026851568.1_cds_XP_060592023.1_173	1419	1051.4	10.3452	1.46301
lcl|NW_026851568.1_cds_XP_060592387.1_174	684	320.578	1	0.463811
lcl|NW_026851568.1_cds_XP_060592498.1_175	1827	1459.4	71	7.23367
lcl|NW_026851568.1_cds_XP_060592599.1_176	1356	988.399	20	3.00865
lcl|NW_026851569.1_cds_XP_060592936.1_177	510	166.104	0	0
lcl|NW_026851569.1_cds_XP_060593131.1_178	321	55.3025	0	0
lcl|NW_026851569.1_cds_XP_060593048.1_179	321	55.3025	0	0
lcl|NW_026851569.1_cds_XP_060592822.1_180	2190	1822.4	0	0
lcl|NW_026851569.1_cds_XP_060593246.1_181	2892	2524.4	0	0
lcl|NW_026851569.1_cds_XP_060593324.1_182	2892	2524.4	0	0
lcl|NW_026851570.1_cds_XP_060593431.1_183	528	180.543	0	0
lcl|NW_026851575.1_cds_XP_060593542.1_184	1029	661.399	10.398	2.33755
lcl|NW_026851575.1_cds_XP_060594041.1_185	1731	1363.4	0	0
lcl|NW_026851575.1_cds_XP_060593896.1_186	1749	1381.4	0	0
lcl|NW_026851575.1_cds_XP_060593968.1_187	1749	1381.4	0	0
lcl|NW_026851575.1_cds_XP_060593648.1_188	1773	1405.4	0	0
lcl|NW_026851575.1_cds_XP_060593712.1_189	1773	1405.4	0	0
lcl|NW_026851575.1_cds_XP_060593788.1_190	1773	1405.4	0	0
lcl|NW_026851575.1_cds_XP_060594151.1_191	2577	2209.4	2	0.134595
lcl|NW_026851578.1_cds_XP_060594230.1_192	683	319.596	2	0.930471
lcl|NW_026851578.1_cds_XP_060594761.1_193	513	168.555	0	0
lcl|NW_026851578.1_cds_XP_060594337.1_194	759	393.636	0	0
lcl|NW_026851578.1_cds_XP_060594875.1_195	801	434.866	0	0
lcl|NW_026851578.1_cds_XP_060594446.1_196	801	434.866	0	0
lcl|NW_026851578.1_cds_XP_060595160.1_197	906	538.85	0	0
lcl|NW_026851578.1_cds_XP_060595519.1_198	882	515.053	0	0
lcl|NW_026851578.1_cds_XP_060595399.1_199	786	420.152	0	0
lcl|NW_026851578.1_cds_XP_060594987.1_200	912	544.78	0.5	0.136466
lcl|NW_026851578.1_cds_XP_060595062.1_201	912	544.78	0.5	0.136466
lcl|NW_026851578.1_cds_XP_060595287.1_202	840	473.408	0	0
lcl|NW_026851578.1_cds_XP_060594556.1_203	747	381.908	0	0
lcl|NW_026851578.1_cds_XP_060594653.1_204	807	440.772	0	0
lcl|NW_026851578.1_cds_XP_060595638.1_205	741	376.077	0	0
lcl|NW_026851579.1_cds_XP_060595823.1_206	732	367.204	0	0
lcl|NW_026851580.1_cds_XP_060595937.1_207	1368	1000.4	0	0
lcl|NW_026851580.1_cds_XP_060597095.1_208	1173	805.399	17.6667	3.26151
lcl|NW_026851580.1_cds_XP_060597166.1_209	1173	805.399	17.6667	3.26151
lcl|NW_026851580.1_cds_XP_060597242.1_210	1173	805.399	17.6667	3.26151
lcl|NW_026851580.1_cds_XP_060596238.1_211	2268	1900.4	0	0
lcl|NW_026851580.1_cds_XP_060597357.1_212	3036	2668.4	0	0
lcl|NW_026851580.1_cds_XP_060596454.1_213	3483	3115.4	0	0
lcl|NW_026851580.1_cds_XP_060596555.1_214	636	274.646	0	0
lcl|NW_026851580.1_cds_XP_060597533.1_215	1692	1324.4	0	0
lcl|NW_026851580.1_cds_XP_060596034.1_216	366	75.1347	0	0
lcl|NW_026851580.1_cds_XP_060596768.1_217	873	506.126	0	0
lcl|NW_026851580.1_cds_XP_060596134.1_218	1044	676.399	0	0
lcl|NW_026851580.1_cds_XP_060596877.1_219	2430	2062.4	0	0
lcl|NW_026851580.1_cds_XP_060597634.1_220	2613	2245.4	3	0.198656
lcl|NW_026851580.1_cds_XP_060597732.1_221	3129	2761.4	0	0
lcl|NW_026851580.1_cds_XP_060596991.1_222	4449	4081.4	0	0
lcl|NW_026851582.1_cds_XP_060597847.1_223	624	263.398	0	0
lcl|NW_026851582.1_cds_XP_060597958.1_224	369	76.5042	0	0
lcl|NW_026851583.1_cds_XP_060598044.1_225	789	423.074	0	0
lcl|NW_026851584.1_cds_XP_060598222.1_226	327	57.9092	0	0
lcl|NW_026851587.1_cds_XP_060598345.1_227	268	36.9272	8	32.2121
lcl|NW_026851588.1_cds_XP_060599204.1_228	987	619.408	1.5	0.360072
lcl|NW_026851588.1_cds_XP_060599279.1_229	987	619.408	1.5	0.360072
lcl|NW_026851588.1_cds_XP_060599445.1_230	549	197.849	2	1.50304
lcl|NW_026851588.1_cds_XP_060599730.1_231	1158	790.399	0	0
lcl|NW_026851588.1_cds_XP_060599799.1_232	1158	790.399	0	0
lcl|NW_026851588.1_cds_XP_060599559.1_233	2787	2419.4	2	0.122913
lcl|NW_026851588.1_cds_XP_060598456.1_234	357	71.0645	0	0
lcl|NW_026851588.1_cds_XP_060598564.1_235	2082	1714.4	5	0.433643
lcl|NW_026851588.1_cds_XP_060599912.1_236	546	195.362	2	1.52217
lcl|NW_026851588.1_cds_XP_060600300.1_237	522	175.727	0	0
lcl|NW_026851588.1_cds_XP_060598659.1_238	846	479.36	0	0
lcl|NW_026851588.1_cds_XP_060600189.1_239	591	233.733	0	0
lcl|NW_026851588.1_cds_XP_060598768.1_240	363	73.6523	0	0
lcl|NW_026851588.1_cds_XP_060600014.1_241	663	300.337	0	0
lcl|NW_026851588.1_cds_XP_060600083.1_242	621	260.677	0	0
lcl|NW_026851588.1_cds_XP_060600595.1_243	864	497.27	0	0
lcl|NW_026851588.1_cds_XP_060600410.1_244	1227	859.399	0	0
lcl|NW_026851588.1_cds_XP_060600483.1_245	1227	859.399	0	0
lcl|NW_026851588.1_cds_XP_060600698.1_246	16392	16024.4	0	0
lcl|NW_026851588.1_cds_XP_060600764.1_247	16248	15880.4	0	0
lcl|NW_026851588.1_cds_XP_060598875.1_248	495	154.47	0	0
lcl|NW_026851588.1_cds_XP_060600874.1_249	2316	1948.4	0	0
lcl|NW_026851588.1_cds_XP_060598986.1_250	645	283.101	0	0
lcl|NW_026851588.1_cds_XP_060599095.1_251	474	138.853	0	0
lcl|NW_026851589.1_cds_XP_060600969.1_252	795	428.946	0	0
lcl|NW_026851590.1_cds_XP_060601081.1_253	462	130.005	0	0
lcl|NW_026851591.1_cds_XP_060601187.1_254	2793	2425.4	0	0
lcl|NW_026851591.1_cds_XP_060601523.1_255	1218	850.399	0	0
lcl|NW_026851591.1_cds_XP_060601294.1_256	2802	2434.4	0	0
lcl|NW_026851591.1_cds_XP_060601636.1_257	1836	1468.4	12.5	1.26573
lcl|NW_026851591.1_cds_XP_060601703.1_258	1836	1468.4	12.5	1.26573
lcl|NW_026851591.1_cds_XP_060601892.1_259	2142	1774.4	8.39889	0.703794
lcl|NW_026851591.1_cds_XP_060601821.1_260	2193	1825.4	69.6011	5.66935
lcl|NW_026851591.1_cds_XP_060601409.1_261	714	349.564	1	0.425352
lcl|NW_026851591.1_cds_XP_060602364.1_262	2208	1840.4	3	0.242373
lcl|NW_026851591.1_cds_XP_060602292.1_263	2355	1987.4	0	0
lcl|NW_026851591.1_cds_XP_060602001.1_264	2400	2032.4	0	0
lcl|NW_026851591.1_cds_XP_060602080.1_265	2397	2029.4	0	0
lcl|NW_026851591.1_cds_XP_060602229.1_266	2358	1990.4	0	0
lcl|NW_026851591.1_cds_XP_060602153.1_267	2385	2017.4	0	0
lcl|NW_026851591.1_cds_XP_060602472.1_268	1824	1456.4	0	0
lcl|NW_026851594.1_cds_XP_060602573.1_269	744	379.011	0	0
lcl|NW_026851596.1_cds_XP_060603230.1_270	2796	2428.4	0	0
lcl|NW_026851596.1_cds_XP_060603156.1_271	2826	2458.4	0	0
lcl|NW_026851596.1_cds_XP_060602930.1_272	2871	2503.4	0	0
lcl|NW_026851596.1_cds_XP_060603012.1_273	2871	2503.4	0	0
lcl|NW_026851596.1_cds_XP_060603084.1_274	2871	2503.4	0	0
lcl|NW_026851596.1_cds_XP_060603301.1_275	2631	2263.4	0	0
lcl|NW_026851596.1_cds_XP_060603453.1_276	2451	2083.4	5.33605e-05	3.80822e-06
lcl|NW_026851596.1_cds_XP_060603378.1_277	2457	2089.4	1.96538e-06	1.39862e-07
lcl|NW_026851596.1_cds_XP_060603527.1_278	2430	2062.4	5.99994	0.432563
lcl|NW_026851596.1_cds_XP_060603639.1_279	1182	814.399	36	6.57264
lcl|NW_026851597.1_cds_XP_060603747.1_280	696	332.118	5	2.23848
lcl|NW_026851597.1_cds_XP_060603928.1_281	2175	1807.4	0	0
lcl|NW_026851597.1_cds_XP_060603856.1_282	2181	1813.4	1	0.0819938
lcl|NW_026851598.1_cds_XP_060604030.1_283	345	65.8185	7	15.8134
lcl|NW_026851598.1_cds_XP_060604136.1_284	495	154.47	26	25.0267
lcl|NW_026851598.1_cds_XP_060604243.1_285	2205	1837.4	0	0
lcl|NW_026851599.1_cds_XP_060604353.1_286	741	376.077	2	0.79073
lcl|NW_026851600.1_cds_XP_060604459.1_287	1053	685.399	0	0
lcl|NW_026851600.1_cds_XP_060604535.1_288	807	440.772	0	0
lcl|NW_026851600.1_cds_XP_060604645.1_289	594	236.404	0	0
lcl|NW_026851600.1_cds_XP_060604751.1_290	1143	775.399	0	0
lcl|NW_026851601.1_cds_XP_060604976.1_291	882	515.053	2	0.577368
lcl|NW_026851601.1_cds_XP_060604866.1_292	603	244.295	0	0
lcl|NW_026851601.1_cds_XP_060605162.1_293	345	65.8185	0	0
lcl|NW_026851602.1_cds_XP_060605288.1_294	2587	2219.4	19	1.2729
lcl|NW_026851603.1_cds_XP_060605932.1_295	2157	1789.4	3	0.249281
lcl|NW_026851603.1_cds_XP_060605809.1_296	1995	1627.4	1	0.0913651
lcl|NW_026851603.1_cds_XP_060605702.1_297	1305	937.399	1	0.158617
lcl|NW_026851603.1_cds_XP_060605523.1_298	2328	1960.4	0	0
lcl|NW_026851604.1_cds_XP_060606266.1_299	888	521.001	9	2.56849
lcl|NW_026851604.1_cds_XP_060606743.1_300	1305	937.399	0	0
lcl|NW_026851604.1_cds_XP_060606365.1_301	1722	1354.4	0	0
lcl|NW_026851604.1_cds_XP_060606432.1_302	1722	1354.4	0	0
lcl|NW_026851604.1_cds_XP_060606058.1_303	1257	889.399	0	0
lcl|NW_026851604.1_cds_XP_060606531.1_304	1722	1354.4	0	0
lcl|NW_026851604.1_cds_XP_060606636.1_305	1140	772.399	0	0
lcl|NW_026851604.1_cds_XP_060606161.1_306	1719	1351.4	1	0.110025
lcl|NW_026851605.1_cds_XP_060606846.1_307	1878	1510.4	0	0
lcl|NW_026851606.1_cds_XP_060607309.1_308	1014	646.399	0	0
lcl|NW_026851606.1_cds_XP_060607388.1_309	1008	640.399	19	4.41141
lcl|NW_026851606.1_cds_XP_060607484.1_310	531	182.982	0	0
lcl|NW_026851606.1_cds_XP_060607601.1_311	534	185.387	83	66.5693
lcl|NW_026851606.1_cds_XP_060607026.1_312	840	473.408	13	4.08303
lcl|NW_026851606.1_cds_XP_060607706.1_313	1206	838.399	0	0
lcl|NW_026851606.1_cds_XP_060607132.1_314	1260	892.399	0	0
lcl|NW_026851607.1_cds_XP_060607811.1_315	2094	1726.4	0	0
lcl|NW_026851607.1_cds_XP_060607916.1_316	2094	1726.4	0	0
lcl|NW_026851608.1_cds_XP_060608030.1_317	1437	1069.4	0	0
lcl|NW_026851608.1_cds_XP_060608101.1_318	1437	1069.4	0	0
lcl|NW_026851608.1_cds_XP_060608174.1_319	1437	1069.4	0	0
lcl|NW_026851609.1_cds_XP_060608285.1_320	489	149.958	0	0
lcl|NW_026851609.1_cds_XP_060608396.1_321	660	297.462	7.60734	3.80255
lcl|NW_026851611.1_cds_XP_060608501.1_322	454	124.364	2	2.39116
lcl|NW_026851611.1_cds_XP_060608610.1_323	1494	1126.4	0	0
lcl|NW_026851615.1_cds_XP_060552102.1_324	1746	1378.4	4	0.431479
lcl|NW_026851615.1_cds_XP_060552282.1_325	1713	1345.4	14.3045	1.58087
lcl|NW_026851615.1_cds_XP_060552207.1_326	2775	2407.4	6.69551	0.413533
lcl|NW_026851615.1_cds_XP_060551981.1_327	5658	5290.4	3	0.0843155
lcl|NW_026851615.1_cds_XP_060552574.1_328	999	631.399	3	0.706467
lcl|NW_026851615.1_cds_XP_060552687.1_329	5148	4780.4	3.66445e-08	1.13977e-09
lcl|NW_026851615.1_cds_XP_060552751.1_330	5118	4750.4	5.04321e-05	1.57852e-06
lcl|NW_026851615.1_cds_XP_060552910.1_331	5079	4711.4	0.649801	0.0205071
lcl|NW_026851615.1_cds_XP_060552828.1_332	5115	4747.4	0.000104152	3.26201e-06
lcl|NW_026851615.1_cds_XP_060552986.1_333	5076	4708.4	1.35004	0.0426333
lcl|NW_026851615.1_cds_XP_060553179.1_334	2289	1921.4	0.00451093	0.000349079
lcl|NW_026851615.1_cds_XP_060553263.1_335	2277	1909.4	5.99549	0.466877
lcl|NW_026851615.1_cds_XP_060553370.1_336	1221	853.399	103	17.9457
lcl|NW_026851615.1_cds_XP_060553468.1_337	471	136.678	72	78.3266
lcl|NW_026851615.1_cds_XP_060551245.1_338	1074	706.399	0	0
lcl|NW_026851615.1_cds_XP_060551346.1_339	909	541.811	1	0.274427
lcl|NW_026851615.1_cds_XP_060553577.1_340	354	69.7528	0	0
lcl|NW_026851615.1_cds_XP_060553825.1_341	234	30.3117	0	0
lcl|NW_026851615.1_cds_XP_060553942.1_342	225	30.1252	0	0
lcl|NW_026851615.1_cds_XP_060551594.1_343	225	30.1252	0	0
lcl|NW_026851615.1_cds_XP_060551702.1_344	243	31.2428	0	0
lcl|NW_026851615.1_cds_XP_060554050.1_345	330	59.1879	0	0
lcl|NW_026851615.1_cds_XP_060551863.1_346	261	35.0097	0	0
lcl|NW_026851615.1_cds_XP_060554225.1_347	1872	1504.4	5.93348	0.586437
lcl|NW_026851615.1_cds_XP_060554293.1_348	1839	1471.4	6.06652	0.613033
lcl|NW_026851615.1_cds_XP_060554393.1_349	1287	919.399	0	0
lcl|NW_026851616.1_cds_XP_060554985.1_350	558	205.49	0	0
lcl|NW_026851617.1_cds_XP_060555093.1_351	1731	1363.4	0	0
