target_id	length	eff_length	est_counts	tpm
TRINITY_DN44542_c0_g1_i1.p1	750	534.782	241	29.557
TRINITY_DN46514_c1_g2_i1.p1	1722	1506.74	718	31.2541
TRINITY_DN42376_c0_g1_i1.p1	1314	1098.74	1651	98.5539
TRINITY_DN39333_c0_g1_i1.p1	804	588.754	1089	121.315
TRINITY_DN43559_c0_g1_i1.p1	1452	1236.74	8800	466.687
TRINITY_DN43127_c0_g1_i2.p1	1032	816.737	7739	621.474
TRINITY_DN47398_c0_g1_i1.p1	378	171.233	89	34.0896
TRINITY_DN41030_c0_g1_i1.p1	1416	1200.74	2683	146.552
TRINITY_DN37265_c0_g1_i1.p1	327	127.556	3342	1718.41
TRINITY_DN40750_c0_g1_i1.p1	804	588.754	1577	175.678
TRINITY_DN47361_c1_g1_i1.p3	951	735.746	456	40.6497
TRINITY_DN39285_c0_g1_i1.p1	549	334.563	5379	1054.49
TRINITY_DN43984_c0_g1_i2.p1	1668	1452.74	1919	86.638
TRINITY_DN42301_c1_g1_i2.p1	1182	966.737	433	29.3765
TRINITY_DN47659_c6_g5_i1.p1	606	391.119	7829	1312.86
TRINITY_DN47406_c1_g1_i1.p1	2307	2091.74	4116	129.059
TRINITY_DN38044_c0_g1_i1.p1	531	316.802	2334	483.207
TRINITY_DN45626_c0_g1_i1.p1	1128	912.737	1544	110.949
TRINITY_DN43284_c0_g1_i1.p1	1035	819.737	1687	134.977
TRINITY_DN47250_c2_g1_i1.p1	1125	909.737	20503	1478.16
TRINITY_DN44965_c0_g1_i1.p1	1803	1587.74	2223	91.8293
TRINITY_DN45431_c0_g1_i1.p1	2373	2157.74	1284	39.0289
TRINITY_DN37688_c0_g1_i1.p1	417	206.96	4476	1418.48
TRINITY_DN38033_c1_g1_i2.p1	939	723.746	1177	106.662
TRINITY_DN44792_c0_g1_i1.p1	1161	945.737	719	49.8631
TRINITY_DN43635_c0_g1_i1.p1	2016	1800.74	2484	90.4736
TRINITY_DN47302_c0_g1_i1.p1	966	750.737	2454	214.391
TRINITY_DN42933_c0_g1_i1.p1	876	660.746	1561	154.949
TRINITY_DN43200_c2_g1_i1.p2	1710	1494.74	401	17.5954
TRINITY_DN41746_c0_g1_i1.p1	693	477.847	8371	1148.97
TRINITY_DN45992_c0_g1_i1.p1	693	477.847	3952	542.436
TRINITY_DN42198_c0_g1_i1.p1	774	558.762	2028	238.046
TRINITY_DN44875_c1_g1_i1.p1	540	325.659	7283	1466.79
TRINITY_DN39861_c0_g1_i1.p1	516	302.037	669	145.273
TRINITY_DN43346_c0_g2_i1.p1	1215	999.737	764	50.122
TRINITY_DN39228_c0_g1_i2.p1	546	331.597	3129	618.893
TRINITY_DN36524_c0_g1_i2.p1	330	130.059	1001	504.792
TRINITY_DN46952_c0_g1_i1.p1	3771	3555.74	4308	79.4633
TRINITY_DN45403_c0_g1_i1.p1	2016	1800.74	2139	77.9078
TRINITY_DN40446_c0_g1_i1.p1	633	417.981	741	116.274
TRINITY_DN40753_c0_g1_i1.p2	432	221.002	684	202.993
TRINITY_DN46314_c0_g1_i1.p1	723	507.809	1126	145.431
TRINITY_DN37705_c0_g1_i1.p1	798	582.754	1444	162.518
TRINITY_DN40201_c0_g1_i1.p1	612	397.079	382	63.0967
TRINITY_DN47301_c6_g1_i2.p1	939	723.746	359	32.5333
TRINITY_DN45543_c1_g1_i1.p1	1167	951.737	2320	159.879
TRINITY_DN46243_c0_g1_i1.p1	1047	831.737	3242	255.651
TRINITY_DN37993_c0_g1_i1.p1	315	117.871	3826	2128.92
TRINITY_DN31493_c0_g1_i1.p1	384	176.577	2810	1043.74
TRINITY_DN48081_c0_g1_i1.p1	885	669.746	2622	256.769
TRINITY_DN39536_c1_g1_i1.p1	417	206.96	790	250.357
TRINITY_DN46139_c1_g2_i2.p1	978	762.737	175	15.0482
TRINITY_DN47651_c3_g14_i1.p1	1290	1074.74	63566	3879.21
TRINITY_DN40252_c2_g1_i1.p1	816	600.754	130	14.1928
TRINITY_DN41064_c0_g1_i1.p2	672	456.871	23395	3358.54
TRINITY_DN44024_c0_g1_i1.p1	1059	843.737	493	38.3231
TRINITY_DN35667_c0_g1_i2.p1	528	313.842	6077	1269.98
TRINITY_DN38128_c0_g1_i1.p1	441	229.5	3192	912.224
TRINITY_DN44174_c0_g1_i1.p1	972	756.737	701	60.7566
TRINITY_DN43397_c0_g2_i3.p1	1494	1278.74	522	26.7738
TRINITY_DN44271_c0_g1_i2.p1	2202	1986.74	4349	143.572
TRINITY_DN40532_c0_g2_i1.p1	909	693.746	348	32.9002
TRINITY_DN40859_c1_g2_i1.p1	471	258.283	29812.9	7570.59
TRINITY_DN40859_c2_g1_i1.p1	780	564.754	5120	594.608
TRINITY_DN43816_c2_g3_i1.p1	306	110.668	1066	631.763
TRINITY_DN45646_c0_g1_i2.p1	1725	1509.74	1368	59.4299
TRINITY_DN36733_c0_g1_i1.p1	396	187.458	794	277.803
TRINITY_DN45350_c0_g1_i1.p1	660	444.899	3800	560.199
TRINITY_DN44709_c2_g2_i1.p1	1551	1335.74	269	13.2084
TRINITY_DN44509_c1_g1_i3.p1	1041	825.737	130	10.3258
TRINITY_DN48064_c0_g1_i1.p2	1635	1419.74	827	38.2048
TRINITY_DN45281_c1_g1_i2.p1	1248	1032.74	832	52.8389
TRINITY_DN44402_c0_g1_i1.p1	456	243.795	2347	631.406
TRINITY_DN47317_c3_g6_i3.p1	1473	1257.74	2285	119.156
TRINITY_DN45645_c0_g1_i1.p1	885	669.746	323	31.631
TRINITY_DN44919_c0_g1_i1.p1	1935	1719.74	978	37.299
TRINITY_DN46686_c0_g1_i1.p1	1224	1008.74	2686	174.642
TRINITY_DN42662_c0_g1_i1.p1	1371	1155.74	1010	57.3169
TRINITY_DN38189_c0_g1_i1.p1	519	304.971	1443	310.333
TRINITY_DN45204_c0_g1_i1.p1	1893	1677.74	420	16.419
TRINITY_DN44033_c1_g1_i1.p1	501	287.374	37736	8612.5
TRINITY_DN45176_c8_g3_i1.p1	429	218.177	398	119.645
TRINITY_DN46976_c1_g1_i2.p1	840	624.754	6807	714.606
TRINITY_DN39939_c0_g1_i1.p2	663	447.899	396	57.9876
TRINITY_DN42051_c0_g1_i1.p1	1293	1077.74	11942	726.749
TRINITY_DN39020_c0_g1_i1.p1	459	246.694	2603	692.046
TRINITY_DN44367_c0_g1_i1.p1	1488	1272.74	673	34.6814
TRINITY_DN47559_c0_g1_i2.p1	1341	1125.74	5649	329.121
TRINITY_DN46515_c1_g1_i1.p1	426	215.378	869	264.63
TRINITY_DN47189_c0_g1_i3.p1	900	684.746	1148	109.959
TRINITY_DN45853_c0_g1_i1.p1	666	450.894	744	108.223
TRINITY_DN39735_c0_g1_i3.p1	981	765.737	341	29.2076
TRINITY_DN42439_c0_g1_i1.p1	1245	1029.74	1343	85.5402
TRINITY_DN47309_c2_g1_i1.p1	861	645.754	1313	133.358
TRINITY_DN46507_c0_g1_i1.p1	603	388.129	1347	227.621
TRINITY_DN42628_c0_g1_i1.p1	1596	1380.74	16393	778.696
TRINITY_DN46503_c1_g1_i2.p1	1347	1131.74	771	44.6817
TRINITY_DN42562_c0_g1_i1.p1	1041	825.737	1962	155.84
TRINITY_DN40458_c0_g1_i2.p1	429	218.177	1432	430.481
TRINITY_DN38275_c0_g1_i1.p1	768	552.762	1672	198.389
TRINITY_DN47981_c4_g1_i10.p1	456	243.795	2003	538.861
TRINITY_DN40120_c0_g1_i1.p1	504	290.289	984	222.323
TRINITY_DN38114_c0_g1_i1.p1	471	258.283	1120	284.409
TRINITY_DN38548_c0_g1_i1.p1	552	337.52	12782	2483.81
TRINITY_DN37163_c0_g1_i1.p1	342	140.034	1398	654.777
TRINITY_DN43010_c1_g1_i1.p1	1125	909.737	123	8.86767
TRINITY_DN40589_c1_g2_i1.p2	339	137.529	10893	5194.85
TRINITY_DN38793_c0_g1_i2.p2	489	275.696	1410	335.435
TRINITY_DN39640_c0_g1_i1.p1	372	165.864	2680	1059.75
TRINITY_DN48226_c0_g1_i1.p1	2766	2550.74	1221	31.3957
TRINITY_DN39534_c0_g1_i1.p1	906	690.746	2186	207.564
TRINITY_DN45800_c0_g1_i1.p1	318	120.318	126	68.6845
TRINITY_DN45972_c0_g1_i1.p1	672	456.871	221	31.7263
TRINITY_DN45556_c3_g1_i2.p1	1170	954.737	220	15.1133
TRINITY_DN43679_c1_g1_i1.p1	1923	1707.74	5039	193.528
TRINITY_DN39946_c1_g1_i1.p1	1005	789.737	8401	697.7
TRINITY_DN35505_c0_g1_i1.p1	705	489.841	7478	1001.27
TRINITY_DN45425_c0_g1_i2.p1	1461	1245.74	1235	65.0221
TRINITY_DN40639_c0_g1_i1.p1	666	450.894	3221	468.529
TRINITY_DN45435_c2_g2_i2.p1	933	717.746	2256	206.152
TRINITY_DN43817_c0_g1_i1.p1	2049	1833.74	6591	235.741
TRINITY_DN39669_c0_g1_i2.p1	1329	1113.74	4888	287.852
TRINITY_DN39671_c0_g1_i1.p1	762	546.769	1947	233.551
TRINITY_DN38817_c0_g1_i3.p1	354	150.142	693	302.728
TRINITY_DN42217_c0_g1_i1.p1	1431	1215.74	6780	365.772
TRINITY_DN42751_c0_g1_i1.p1	1401	1185.74	3481	192.547
TRINITY_DN45965_c3_g1_i1.p1	495	281.54	680	158.412
TRINITY_DN39756_c0_g1_i1.p1	879	663.746	3070	303.359
TRINITY_DN48295_c0_g2_i1.p1	846	630.754	1434	149.111
TRINITY_DN47807_c2_g2_i2.p1	2925	2709.74	18802	455.09
TRINITY_DN41877_c0_g1_i1.p1	387	179.305	8109	2966.16
TRINITY_DN43094_c0_g1_i2.p1	870	654.754	2366	237.004
TRINITY_DN43418_c1_g1_i1.p1	444	232.364	5663	1598.45
TRINITY_DN41849_c0_g1_i1.p1	1134	918.737	29930	2136.66
TRINITY_DN46523_c1_g1_i1.p1	924	708.746	346	32.0188
TRINITY_DN42811_c0_g1_i1.p1	621	406.049	4150	670.332
TRINITY_DN35362_c0_g1_i1.p1	399	190.245	54	18.6166
TRINITY_DN45553_c0_g1_i1.p1	2286	2070.74	359	11.3708
TRINITY_DN40808_c1_g1_i1.p1	633	417.981	179	28.0877
TRINITY_DN38118_c0_g1_i1.p1	348	145.062	1577	713.013
TRINITY_DN38365_c0_g1_i1.p1	612	397.079	1155	190.777
TRINITY_DN37653_c0_g1_i1.p1	345	142.521	18431	8481.86
TRINITY_DN45299_c1_g1_i1.p1	963	747.737	371	32.5421
TRINITY_DN42163_c0_g1_i1.p1	987	771.737	940	79.8875
TRINITY_DN33516_c0_g1_i1.p1	369	163.212	4039	1623.09
TRINITY_DN44282_c0_g1_i1.p1	1431	1215.74	1561	84.2139
TRINITY_DN37724_c0_g1_i1.p1	360	155.296	5786	2443.64
TRINITY_DN43446_c0_g1_i1.p1	1251	1035.74	1470	93.0868
TRINITY_DN42676_c0_g1_i1.p1	951	735.746	3481	310.31
TRINITY_DN40813_c0_g1_i1.p1	1260	1044.74	2420	151.925
TRINITY_DN38247_c0_g1_i1.p1	693	477.847	2275	312.258
TRINITY_DN42121_c0_g1_i1.p1	1035	819.737	1013	81.0504
TRINITY_DN42699_c0_g1_i1.p1	1068	852.737	386	29.6888
TRINITY_DN42954_c0_g1_i1.p1	1392	1176.74	1835	102.277
TRINITY_DN44312_c3_g2_i1.p1	1248	1032.74	523	33.2149
TRINITY_DN40079_c0_g1_i1.p1	2109	1893.74	209	7.23847
TRINITY_DN38129_c0_g1_i1.p1	783	567.754	924	106.741
TRINITY_DN46455_c0_g1_i2.p1	1761	1545.74	275	11.6686
TRINITY_DN45623_c1_g1_i1.p1	3579	3363.74	599	11.6795
TRINITY_DN46969_c2_g1_i3.p1	1785	1569.74	15439	645.079
TRINITY_DN38603_c0_g1_i1.p1	480	267.035	3449	847.121
TRINITY_DN43811_c3_g1_i2.p1	843	627.754	5808	606.816
TRINITY_DN38560_c0_g1_i1.p1	477	264.123	515	127.886
TRINITY_DN46410_c0_g1_i1.p1	636	420.971	9430	1469.2
TRINITY_DN41414_c0_g1_i1.p1	903	687.746	625	59.6036
TRINITY_DN45962_c0_g1_i3.p1	2388	2172.74	1131	34.141
TRINITY_DN44950_c2_g1_i1.p1	1959	1743.74	531	19.9726
TRINITY_DN40026_c0_g1_i1.p1	729	513.809	1397	178.326
TRINITY_DN41687_c0_g1_i1.p1	984	768.737	1602	136.68
TRINITY_DN48164_c0_g1_i1.p1	687	471.859	2457	341.518
TRINITY_DN39728_c0_g1_i2.p1	726	510.809	2942	377.75
TRINITY_DN42930_c1_g1_i3.p1	825	609.754	3493	375.72
TRINITY_DN48083_c2_g1_i1.p1	1089	873.737	1789	134.292
TRINITY_DN40812_c0_g1_i1.p1	375	168.526	736	286.439
TRINITY_DN39915_c0_g1_i1.p1	930	714.746	4323	396.692
TRINITY_DN40859_c1_g1_i1.p2	321	122.699	8019.08	4286.53
TRINITY_DN41843_c0_g1_i1.p1	711	495.822	2320	306.89
TRINITY_DN43076_c0_g1_i2.p1	549	334.563	2951	578.511
TRINITY_DN41457_c0_g1_i1.p1	846	630.754	76	7.90266
TRINITY_DN44224_c0_g1_i1.p1	681	465.865	8968	1262.57
TRINITY_DN29696_c0_g1_i1.p2	360	155.296	22823	9639
TRINITY_DN42543_c0_g1_i1.p1	408	198.549	2338	772.319
TRINITY_DN41656_c0_g2_i1.p1	387	179.305	637	233.006
TRINITY_DN39152_c0_g1_i2.p1	570	355.354	835	154.115
TRINITY_DN41542_c0_g1_i1.p1	639	423.96	3053	472.305
TRINITY_DN45467_c0_g1_i1.p1	726	510.809	679	87.1829
TRINITY_DN40731_c0_g1_i1.p1	408	198.549	1271	419.854
TRINITY_DN44335_c1_g1_i1.p1	753	537.776	374	45.6132
TRINITY_DN42840_c0_g1_i1.p1	1167	951.737	1795	123.699
TRINITY_DN38073_c0_g1_i2.p1	492	278.619	4687	1103.33
TRINITY_DN43840_c2_g1_i1.p1	1902	1686.74	1331	51.7548
TRINITY_DN44075_c0_g1_i1.p1	1386	1170.74	1095	61.3444
TRINITY_DN46557_c10_g1_i1.p1	1113	897.737	94	6.86751
TRINITY_DN17770_c0_g1_i1.p1	570	355.354	71	13.1044
TRINITY_DN44967_c3_g2_i1.p1	615	400.064	7399	1213.01
TRINITY_DN38157_c0_g1_i1.p1	528	313.842	1623	339.178
TRINITY_DN44848_c5_g3_i1.p1	543	328.609	1187	236.914
TRINITY_DN46723_c2_g1_i1.p1	1743	1527.74	338	14.5107
TRINITY_DN41611_c0_g1_i2.p1	951	735.746	6482	577.832
TRINITY_DN45022_c2_g1_i3.p1	1878	1662.74	1220	48.1234
TRINITY_DN41741_c0_g1_i1.p1	1284	1068.74	1256	77.0796
TRINITY_DN40012_c0_g1_i1.p1	1119	903.737	2226	161.549
TRINITY_DN45283_c0_g1_i1.p1	537	322.713	278	56.5001
TRINITY_DN48387_c2_g2_i2.p1	840	624.754	800	83.9848
TRINITY_DN36775_c0_g1_i1.p1	384	176.577	1101	408.952
TRINITY_DN42262_c0_g1_i1.p1	1185	969.737	4792	324.103
TRINITY_DN44084_c1_g3_i1.p1	579	364.285	11530	2075.91
TRINITY_DN45459_c0_g1_i1.p1	1332	1116.74	256	15.0352
TRINITY_DN45943_c4_g2_i1.p1	612	397.079	1361	224.802
TRINITY_DN43567_c0_g1_i1.p1	777	561.762	850	99.2401
TRINITY_DN41583_c0_g1_i2.p1	792	576.754	673	76.5322
TRINITY_DN42065_c0_g1_i1.p1	1920	1704.74	1010	38.8583
TRINITY_DN38043_c0_g1_i1.p1	759	543.776	207	24.9673
TRINITY_DN41647_c0_g1_i2.p1	885	669.746	1724	168.829
TRINITY_DN40110_c0_g1_i1.p1	990	774.737	452	38.2653
TRINITY_DN43023_c1_g1_i1.p1	633	417.981	17083	2680.57
TRINITY_DN42156_c0_g1_i3.p1	1656	1440.74	248	11.2898
TRINITY_DN40250_c0_g1_i1.p1	885	669.746	3334	326.494
TRINITY_DN42644_c0_g1_i1.p2	1407	1191.74	2046	112.602
TRINITY_DN40398_c0_g1_i1.p1	846	630.754	851	88.489
TRINITY_DN47004_c0_g1_i1.p1	2451	2235.74	895	26.2556
TRINITY_DN37415_c0_g1_i1.p1	801	585.754	468	52.4023
TRINITY_DN40130_c0_g1_i1.p1	732	516.809	8692	1103.09
TRINITY_DN39154_c0_g1_i1.p1	723	507.809	2706	349.5
TRINITY_DN41343_c0_g1_i1.p1	948	732.746	2107	188.595
TRINITY_DN41722_c0_g1_i1.p1	1449	1233.74	3562	189.362
TRINITY_DN41435_c0_g1_i2.p1	690	474.847	1714	236.743
TRINITY_DN234_c0_g1_i1.p1	1089	873.737	1887	141.648
TRINITY_DN43371_c0_g1_i1.p1	1128	912.737	1330	95.5711
TRINITY_DN41565_c0_g1_i1.p1	936	720.746	1432	130.311
TRINITY_DN44054_c0_g1_i2.p1	1371	1155.74	4963	281.647
TRINITY_DN44277_c1_g1_i2.p1	726	510.809	1179	151.382
TRINITY_DN42386_c0_g1_i1.p1	1017	801.737	2464	201.572
TRINITY_DN45269_c3_g2_i1.p3	450	238.038	1883	518.829
TRINITY_DN40884_c0_g1_i1.p1	774	558.762	4304	505.203
TRINITY_DN41660_c0_g1_i1.p1	486	272.798	1069	257.014
TRINITY_DN47566_c0_g1_i1.p1	645	429.944	665	101.445
TRINITY_DN45423_c1_g1_i5.p1	1428	1212.74	788	42.6167
TRINITY_DN42770_c1_g3_i1.p2	768	552.762	283	33.5791
TRINITY_DN46709_c0_g1_i1.p1	906	690.746	395	37.5058
TRINITY_DN38606_c0_g1_i1.p1	504	290.289	2946	665.614
TRINITY_DN39791_c0_g1_i1.p1	456	243.795	8127	2186.38
TRINITY_DN46684_c3_g1_i1.p1	1479	1263.74	5587	289.963
TRINITY_DN47884_c1_g1_i1.p1	801	585.754	240	26.873
TRINITY_DN47682_c1_g1_i1.p1	1215	999.737	199	13.0553
TRINITY_DN42187_c1_g1_i1.p1	399	190.245	414	142.728
TRINITY_DN44188_c0_g1_i2.p1	525	310.874	922	194.521
TRINITY_DN43562_c0_g1_i1.p1	687	471.859	357	49.6222
TRINITY_DN46323_c4_g1_i3.p1	693	477.847	1661	227.982
TRINITY_DN45304_c0_g1_i1.p1	1128	912.737	555	39.8812
TRINITY_DN47392_c2_g1_i1.p1	2595	2379.74	922	25.411
TRINITY_DN46856_c1_g4_i1.p1	2526	2310.74	1379	39.1412
TRINITY_DN41139_c0_g1_i2.p1	852	636.754	436	44.9091
TRINITY_DN45227_c0_g1_i3.p1	1956	1740.74	984	37.0751
TRINITY_DN38357_c0_g2_i1.p1	354	150.142	1042	455.184
TRINITY_DN41827_c0_g2_i1.p2	555	340.482	601	115.771
TRINITY_DN46829_c1_g2_i1.p1	1086	870.737	6960	524.255
TRINITY_DN43367_c0_g1_i2.p1	1131	915.737	1782	127.631
TRINITY_DN42731_c0_g1_i1.p1	624	409.008	5551	890.144
TRINITY_DN44258_c3_g1_i1.p1	450	238.038	22105	6090.66
TRINITY_DN42665_c0_g1_i1.p1	1059	843.737	2958	229.938
TRINITY_DN44238_c0_g1_i1.p1	1380	1164.74	4581	257.96
TRINITY_DN43964_c3_g1_i2.p1	591	376.178	3943	687.471
TRINITY_DN43170_c0_g1_i1.p1	1719	1503.74	6738	293.886
TRINITY_DN42668_c0_g1_i1.p1	1080	864.737	799	60.6015
TRINITY_DN40678_c0_g1_i1.p1	726	510.809	694	89.1089
TRINITY_DN47621_c1_g4_i1.p1	1320	1104.74	2258	134.056
TRINITY_DN43362_c2_g1_i1.p1	492	278.619	911	214.451
TRINITY_DN47512_c2_g1_i1.p2	543	328.609	274	54.6879
TRINITY_DN42695_c0_g1_i1.p1	894	678.746	3377	326.32
TRINITY_DN48137_c1_g1_i2.p1	573	358.336	553	101.217
TRINITY_DN39880_c0_g1_i1.p1	636	420.971	1509	235.103
TRINITY_DN43183_c4_g2_i1.p1	606	391.119	538	90.218
TRINITY_DN41370_c0_g2_i1.p3	1305	1089.74	1998	120.253
TRINITY_DN41692_c0_g1_i2.p1	1278	1062.74	1582	97.634
TRINITY_DN43432_c4_g2_i3.p1	822	606.754	540	58.3715
TRINITY_DN38428_c0_g1_i1.p1	474	261.196	2529	635.041
TRINITY_DN36917_c0_g1_i1.p1	336	135.03	2180	1058.88
TRINITY_DN44147_c0_g1_i2.p1	1569	1353.74	202	9.78673
TRINITY_DN48065_c1_g1_i2.p1	2730	2514.74	2790	72.7666
TRINITY_DN45944_c0_g1_i1.p1	2424	2208.74	423	12.5608
TRINITY_DN46902_c1_g1_i2.p1	1239	1023.74	316	20.2451
TRINITY_DN36792_c0_g1_i1.p1	543	328.609	5944	1186.37
TRINITY_DN46002_c0_g1_i1.p1	2700	2484.74	5907	155.922
TRINITY_DN47497_c0_g1_i2.p1	1689	1473.74	1766	78.5943
TRINITY_DN46175_c0_g1_i2.p1	621	406.049	986	159.264
TRINITY_DN46215_c0_g1_i1.p1	1848	1632.74	1322	53.105
TRINITY_DN43188_c0_g1_i2.p1	1161	945.737	1543	107.008
TRINITY_DN40941_c0_g1_i1.p1	858	642.754	2755	281.123
TRINITY_DN38452_c0_g1_i1.p1	462	249.577	1383	363.444
TRINITY_DN41164_c0_g1_i1.p1	1257	1041.74	237	14.9214
TRINITY_DN43285_c0_g1_i1.p1	1329	1113.74	8135	479.066
TRINITY_DN36891_c0_g1_i1.p1	864	648.754	56	5.66145
TRINITY_DN40378_c0_g1_i1.p1	1959	1743.74	180	6.77036
TRINITY_DN45510_c0_g1_i1.p1	2370	2154.74	3183	96.8864
TRINITY_DN43783_c2_g1_i2.p1	1554	1338.74	638	31.2569
TRINITY_DN40155_c1_g1_i1.p1	513	299.106	24639	5402.8
TRINITY_DN46943_c1_g1_i1.p1	777	561.762	263	30.7061
TRINITY_DN44125_c0_g1_i1.p1	453	240.916	600	163.345
TRINITY_DN40597_c0_g1_i1.p1	408	198.549	118	38.9793
TRINITY_DN48120_c3_g1_i1.p1	1221	1005.74	6510	424.538
TRINITY_DN42042_c0_g1_i1.p1	366	160.547	3290	1344.04
TRINITY_DN45334_c1_g1_i1.p1	2676	2460.74	738	19.6703
TRINITY_DN48348_c1_g1_i2.p1	363	157.908	1171	486.378
TRINITY_DN44960_c0_g1_i1.p1	2373	2157.74	5858	178.062
TRINITY_DN42130_c1_g1_i1.p1	840	624.754	2106	221.09
TRINITY_DN40688_c0_g1_i1.p1	324	125.114	17510	9179.09
TRINITY_DN42142_c0_g1_i1.p1	687	471.859	2100	291.896
TRINITY_DN41328_c0_g1_i1.p1	444	232.364	26292	7421.23
TRINITY_DN43057_c0_g1_i1.p1	1410	1194.74	1520	83.4433
TRINITY_DN47884_c2_g1_i1.p1	2313	2097.74	872	27.2638
TRINITY_DN38590_c0_g1_i1.p1	840	624.754	1134	119.049
TRINITY_DN45975_c0_g1_i1.p1	1104	888.737	507	37.4158
TRINITY_DN48411_c0_g1_i1.p1	375	168.526	750	291.887
TRINITY_DN41240_c0_g1_i1.p1	1176	960.737	592	40.4145
TRINITY_DN47423_c2_g1_i2.p1	2784	2568.74	1799	45.9337
TRINITY_DN40041_c0_g1_i1.p1	918	702.746	458	42.7452
TRINITY_DN47913_c4_g1_i1.p1	2481	2265.74	1396	40.4107
TRINITY_DN46897_c1_g1_i1.p1	636	420.971	1389	216.407
TRINITY_DN39947_c0_g1_i1.p1	1248	1032.74	135	8.57362
TRINITY_DN46050_c2_g1_i1.p1	588	373.206	545	95.7785
TRINITY_DN45909_c4_g1_i1.p1	735	519.809	2650	334.366
TRINITY_DN40232_c0_g1_i2.p1	873	657.754	22016	2195.31
TRINITY_DN41695_c1_g1_i1.p1	1017	801.737	458	37.4674
TRINITY_DN44251_c2_g1_i1.p1	999	783.737	4151	347.378
TRINITY_DN43455_c0_g1_i1.p1	1839	1623.74	512	20.6811
TRINITY_DN44700_c0_g1_i1.p1	651	435.933	2874	432.402
TRINITY_DN39078_c0_g1_i1.p1	522	307.921	1065	226.846
TRINITY_DN43215_c0_g1_i3.p1	1200	984.737	1547	103.036
TRINITY_DN42364_c1_g1_i2.p1	525	310.874	735	155.069
TRINITY_DN43318_c0_g1_i1.p1	1383	1167.74	455	25.5556
TRINITY_DN41910_c0_g1_i1.p1	381	173.903	16100	6072.1
TRINITY_DN43767_c0_g1_i1.p1	669	453.882	816	117.915
TRINITY_DN46546_c1_g1_i2.p1	3153	2937.74	815	18.1955
TRINITY_DN46756_c1_g1_i1.p1	1962	1746.74	5686	213.501
TRINITY_DN47298_c0_g1_i1.p1	2679	2463.74	1467	39.0532
TRINITY_DN44122_c0_g1_i2.p1	1338	1122.74	554	32.3632
TRINITY_DN44780_c4_g1_i1.p1	783	567.754	1050	121.297
TRINITY_DN42584_c1_g1_i1.p1	1311	1095.74	274	16.4008
