target_id	length	eff_length	est_counts	tpm
TRINITY_DN29982_c0_g2_i1.p1	555	359.38	1905	457.77
TRINITY_DN90432_c0_g1_i1.p1	330	142.688	1047	633.673
TRINITY_DN51266_c0_g1_i1.p1	3840	3644.21	11377	269.607
TRINITY_DN54511_c0_g1_i1.p1	2016	1820.21	1529	72.5424
TRINITY_DN44589_c0_g1_i1.p1	633	437.26	473	93.4174
TRINITY_DN55202_c0_g1_i1.p2	432	237.877	750	272.279
TRINITY_DN61401_c0_g1_i1.p1	723	527.22	752	123.178
TRINITY_DN107765_c0_g1_i1.p1	798	602.212	1502	215.391
TRINITY_DN64430_c0_g1_i1.p1	612	416.266	321	66.5948
TRINITY_DN68934_c1_g1_i1.p1	939	743.212	413	47.9892
TRINITY_DN32721_c0_g1_i1.p1	1167	971.212	1509	134.178
TRINITY_DN71562_c0_g1_i1.p1	1047	851.212	3127	317.246
TRINITY_DN75010_c0_g1_i1.p1	315	129.75	2154	1433.66
TRINITY_DN37028_c0_g1_i1.p1	384	192.091	1880	845.195
TRINITY_DN51883_c0_g2_i2.p1	873	677.212	2007	255.934
TRINITY_DN66131_c0_g1_i1.p1	417	223.461	754	291.391
TRINITY_DN67293_c0_g1_i4.p1	690	494.227	150	26.2102
TRINITY_DN79845_c0_g1_i1.p1	1290	1094.21	46523	3671.74
TRINITY_DN62166_c0_g1_i1.p1	816	620.212	98	13.6456
TRINITY_DN71472_c0_g1_i1.p1	672	476.227	15802	2865.52
TRINITY_DN35940_c0_g1_i1.p1	1059	863.212	1162	116.25
TRINITY_DN98392_c0_g1_i1.p1	525	329.458	3033	795.022
TRINITY_DN79993_c0_g1_i1.p1	441	246.551	2592	907.893
TRINITY_DN14688_c0_g1_i1.p1	972	776.212	611	67.9778
TRINITY_DN70878_c1_g1_i5.p2	1494	1298.21	629	41.8419
TRINITY_DN17098_c0_g2_i1.p1	2202	2006.21	3475	149.584
TRINITY_DN63522_c0_g1_i2.p1	906	710.212	78	9.48446
TRINITY_DN113411_c1_g1_i1.p1	471	276.008	16912	5291.5
TRINITY_DN89257_c0_g1_i1.p1	780	584.212	2768	409.168
TRINITY_DN75522_c0_g1_i1.p1	306	122.096	490	346.579
TRINITY_DN43584_c0_g2_i1.p1	1761	1565.21	1201	66.2638
TRINITY_DN71496_c0_g1_i1.p1	396	203.449	676	286.945
TRINITY_DN88268_c0_g1_i1.p1	660	464.227	3819	710.437
TRINITY_DN65703_c0_g1_i1.p1	1503	1307.21	216	14.2697
TRINITY_DN54248_c0_g1_i1.p1	483	287.803	58	17.4036
TRINITY_DN69328_c19_g1_i1.p2	1635	1439.21	1042	62.5243
TRINITY_DN4374_c0_g1_i1.p1	1227	1031.21	1579	132.233
TRINITY_DN69794_c6_g1_i1.p1	456	261.219	1749	578.217
TRINITY_DN57373_c0_g2_i1.p1	1500	1304.21	2495	165.207
TRINITY_DN71302_c5_g4_i1.p1	885	689.212	245	30.6987
TRINITY_DN81873_c0_g1_i1.p1	1887	1691.21	1292	65.9737
TRINITY_DN88877_c0_g1_i1.p1	1224	1028.21	3350	281.364
TRINITY_DN114538_c0_g1_i1.p1	1371	1175.21	1274	93.618
TRINITY_DN113980_c0_g1_i1.p1	519	323.486	807	215.439
TRINITY_DN62899_c1_g1_i1.p1	1893	1697.21	205	10.431
TRINITY_DN13435_c0_g1_i1.p1	501	305.625	30158	8521.58
TRINITY_DN68619_c0_g2_i1.p1	429	234.979	67	24.6236
TRINITY_DN72343_c0_g1_i1.p1	840	644.212	5703	764.506
TRINITY_DN66767_c0_g1_i3.p2	657	461.234	502	93.9915
TRINITY_DN80210_c0_g1_i1.p1	1293	1097.21	6151	484.129
TRINITY_DN114067_c0_g1_i1.p1	459	264.182	2130	696.279
TRINITY_DN70756_c1_g2_i1.p1	1488	1292.21	598	39.9644
TRINITY_DN71461_c0_g1_i1.p1	1341	1145.21	4553	343.335
TRINITY_DN97566_c0_g1_i1.p1	426	232.117	880	327.403
TRINITY_DN69935_c12_g7_i1.p1	900	704.212	1538	188.608
TRINITY_DN52093_c0_g2_i1.p1	672	476.227	745	135.098
TRINITY_DN61377_c0_g1_i1.p1	939	743.212	569	66.1159
TRINITY_DN69017_c2_g1_i2.p1	1245	1049.21	734	60.4142
TRINITY_DN50853_c0_g1_i1.p1	861	665.212	1178	152.93
TRINITY_DN89417_c0_g1_i1.p1	603	407.284	1131	239.813
TRINITY_DN72759_c0_g1_i1.p1	1596	1400.21	12379	763.481
TRINITY_DN56019_c0_g1_i1.p1	1347	1151.21	874	65.5635
TRINITY_DN32708_c0_g2_i1.p1	1041	845.212	1252	127.922
TRINITY_DN20113_c0_g2_i1.p2	429	234.979	1236	454.25
TRINITY_DN32774_c0_g1_i1.p1	780	584.212	2031	300.224
TRINITY_DN70747_c4_g1_i1.p1	456	261.219	1545	510.775
TRINITY_DN81131_c0_g1_i1.p1	504	308.594	703	196.732
TRINITY_DN72814_c0_g1_i1.p1	471	276.008	880	275.338
TRINITY_DN71679_c0_g1_i1.p1	552	356.385	10606	2570.03
TRINITY_DN102252_c0_g1_i1.p1	342	153.401	1079	607.435
TRINITY_DN88565_c0_g1_i1.p1	1125	929.212	122	11.3384
TRINITY_DN70747_c1_g1_i1.p2	339	150.729	6126	3509.83
TRINITY_DN47372_c0_g1_i1.p1	465	270.082	608	194.408
TRINITY_DN105170_c0_g1_i1.p1	372	180.876	1524	727.63
TRINITY_DN63878_c2_g1_i1.p1	2685	2489.21	2266	78.6148
TRINITY_DN73541_c0_g1_i1.p1	906	710.212	1312	159.534
TRINITY_DN62021_c0_g1_i2.p1	318	132.32	106	69.1809
TRINITY_DN58322_c0_g1_i1.p1	672	476.227	541	98.1046
TRINITY_DN65941_c3_g1_i1.p1	1191	995.212	522	45.2961
TRINITY_DN29413_c0_g2_i1.p1	1923	1727.21	6717	335.843
TRINITY_DN89118_c0_g1_i1.p1	1005	809.212	5887	628.258
TRINITY_DN71750_c0_g1_i1.p1	705	509.22	4746	804.875
TRINITY_DN53043_c0_g2_i1.p1	1461	1265.21	2471	168.661
TRINITY_DN96631_c0_g1_i1.p1	666	470.227	2094	384.57
TRINITY_DN97626_c0_g1_i1.p1	933	737.212	1037	121.477
TRINITY_DN32547_c0_g1_i1.p1	2055	1859.21	4567	212.133
TRINITY_DN17668_c0_g1_i1.p1	1329	1133.21	3580	272.821
TRINITY_DN51800_c0_g1_i1.p1	756	560.212	1062	163.711
TRINITY_DN55030_c0_g1_i1.p1	345	156.106	279	154.344
TRINITY_DN113688_c0_g1_i1.p1	1431	1235.21	8544	597.346
TRINITY_DN88409_c0_g1_i1.p1	1401	1205.21	6665	477.576
TRINITY_DN70320_c6_g1_i1.p1	429	234.979	663	243.663
TRINITY_DN106052_c0_g1_i1.p1	816	620.212	1109	154.418
TRINITY_DN36435_c0_g1_i1.p1	846	650.212	1355	179.966
TRINITY_DN60013_c1_g2_i1.p1	1908	1712.21	11145	562.12
TRINITY_DN17704_c0_g2_i1.p2	387	194.903	6919	3065.71
TRINITY_DN55628_c0_g2_i1.p2	720	524.22	1020	168.032
TRINITY_DN96764_c0_g1_i1.p1	444	249.505	6816	2359.16
TRINITY_DN113525_c0_g1_i1.p1	1134	938.212	26328	2423.39
TRINITY_DN47956_c0_g1_i1.p1	924	728.212	166	19.6859
TRINITY_DN79911_c0_g1_i1.p1	621	425.26	5516	1120.15
TRINITY_DN66445_c0_g1_i3.p1	399	206.292	158	66.1426
TRINITY_DN67758_c0_g1_i1.p1	2286	2090.21	391	16.1545
TRINITY_DN69156_c6_g2_i1.p2	633	437.26	157	31.0075
TRINITY_DN114196_c0_g1_i1.p1	348	158.83	1201	653.005
TRINITY_DN82314_c0_g1_i1.p1	612	416.266	763	158.292
TRINITY_DN69807_c0_g2_i1.p1	420	226.341	10200	3891.74
TRINITY_DN69972_c2_g1_i2.p1	963	767.212	318	35.7946
TRINITY_DN52022_c0_g1_i2.p1	984	788.212	1491	163.358
TRINITY_DN116693_c0_g1_i1.p1	369	178.038	2041	990.002
TRINITY_DN88536_c0_g1_i1.p1	1431	1235.21	1959	136.962
TRINITY_DN80324_c0_g1_i1.p1	360	169.664	4121	2097.58
TRINITY_DN90530_c0_g1_i1.p1	1239	1043.21	1240	102.649
TRINITY_DN69731_c5_g1_i1.p1	951	755.212	2825	323.04
TRINITY_DN52177_c0_g2_i1.p1	1260	1064.21	1916	155.48
TRINITY_DN88849_c0_g1_i1.p1	702	506.22	2121	361.832
TRINITY_DN62624_c0_g5_i1.p1	1035	839.212	1451	149.314
TRINITY_DN79954_c0_g1_i1.p1	1068	872.212	284	28.1192
TRINITY_DN96578_c0_g1_i1.p1	1299	1103.21	14070	1101.39
TRINITY_DN49750_c0_g1_i1.p1	1254	1058.21	2020	164.848
TRINITY_DN3157_c0_g1_i1.p1	2109	1913.21	215	9.70469
TRINITY_DN16385_c0_g1_i1.p1	783	587.212	623	91.6219
TRINITY_DN56765_c0_g1_i1.p1	1761	1565.21	541	29.849
TRINITY_DN71216_c4_g1_i1.p1	3579	3383.21	2516	64.2226
TRINITY_DN17025_c0_g1_i1.p1	1785	1589.21	28101	1527.03
TRINITY_DN98439_c0_g1_i1.p1	480	284.852	2060	624.531
TRINITY_DN62194_c1_g1_i1.p1	843	647.212	5800	773.905
TRINITY_DN61211_c0_g3_i1.p1	477	281.893	407	124.686
TRINITY_DN88288_c0_g1_i1.p1	633	437.26	5635	1112.91
TRINITY_DN70120_c2_g7_i1.p1	900	704.212	278	34.0916
TRINITY_DN88810_c0_g1_i1.p1	2391	2195.21	2407	94.6904
TRINITY_DN69659_c0_g2_i1.p1	1938	1742.21	935	46.3465
TRINITY_DN23975_c0_g2_i1.p1	729	533.22	771	124.869
TRINITY_DN62115_c0_g1_i1.p1	984	788.212	1507	165.111
TRINITY_DN73350_c0_g1_i1.p1	687	491.227	1018	178.966
TRINITY_DN38566_c0_g1_i1.p1	726	530.22	2260	368.094
TRINITY_DN69324_c4_g1_i1.p1	825	629.212	386	52.9781
TRINITY_DN70801_c4_g1_i1.p1	1089	893.212	1127	108.962
TRINITY_DN34516_c0_g1_i1.p1	375	183.664	493	231.809
TRINITY_DN79937_c0_g1_i1.p1	930	734.212	8339	980.841
TRINITY_DN36334_c0_g1_i1.p2	387	194.903	10660	4723.29
TRINITY_DN89159_c0_g1_i1.p1	711	515.22	2395	401.438
TRINITY_DN50517_c0_g1_i1.p1	549	353.385	2793	682.541
TRINITY_DN66947_c0_g3_i1.p1	939	743.212	100	11.6197
TRINITY_DN96959_c0_g1_i1.p1	681	485.227	7552	1344.07
TRINITY_DN71521_c0_g1_i1.p2	360	169.664	15911	8098.66
TRINITY_DN58249_c0_g1_i1.p1	408	214.881	1694	680.803
TRINITY_DN88638_c0_g1_i1.p1	387	194.903	600	265.851
TRINITY_DN105837_c0_g2_i1.p1	570	374.312	556	128.277
TRINITY_DN11278_c0_g1_i1.p1	639	443.26	2955	575.712
TRINITY_DN58280_c0_g1_i2.p1	726	530.22	861	140.234
TRINITY_DN114232_c0_g1_i1.p1	408	214.881	1167	469.006
TRINITY_DN68706_c3_g1_i1.p1	903	707.212	255	31.1384
TRINITY_DN88299_c0_g1_i1.p1	1167	971.212	1165	103.59
TRINITY_DN2331_c0_g1_i1.p1	492	296.72	3063	891.471
TRINITY_DN50497_c0_g1_i1.p1	1899	1703.21	2043	103.587
TRINITY_DN71423_c0_g1_i1.p1	1386	1190.21	2398	173.993
TRINITY_DN61936_c0_g1_i1.p1	1422	1226.21	322	22.6776
TRINITY_DN48916_c0_g1_i1.p1	570	374.312	361	83.2876
TRINITY_DN105221_c0_g1_i1.p1	615	419.266	6039	1243.89
TRINITY_DN106173_c0_g1_i1.p1	528	332.453	1421	369.122
TRINITY_DN79894_c0_g1_i1.p1	543	347.385	1156	287.378
TRINITY_DN69644_c9_g1_i3.p1	1479	1283.21	447	30.0826
TRINITY_DN105062_c0_g1_i1.p1	951	755.212	7297	834.414
TRINITY_DN69918_c5_g2_i1.p1	1875	1679.21	918	47.211
TRINITY_DN69838_c7_g1_i1.p1	873	677.212	698	89.0096
TRINITY_DN60773_c1_g1_i1.p1	1119	923.212	3558	332.821
TRINITY_DN98314_c0_g1_i1.p1	834	638.212	775	104.868
TRINITY_DN70077_c7_g4_i1.p1	840	644.212	464	62.2007
TRINITY_DN55494_c0_g2_i1.p1	384	192.091	571	256.705
TRINITY_DN33656_c0_g1_i1.p1	1185	989.212	4108	358.631
TRINITY_DN1215_c0_g2_i1.p1	579	383.301	7797	1756.69
TRINITY_DN64356_c2_g1_i1.p1	1329	1133.21	405	30.8638
TRINITY_DN70436_c2_g2_i4.p1	612	416.266	1920	398.324
TRINITY_DN66049_c0_g1_i1.p1	771	575.212	688	103.292
TRINITY_DN54711_c0_g2_i1.p1	756	560.212	457	70.4482
TRINITY_DN105498_c0_g1_i1.p1	1929	1733.21	986	49.1283
TRINITY_DN55079_c0_g1_i1.p1	420	226.341	14	5.3416
TRINITY_DN1474_c0_g2_i1.p1	885	689.212	1439	180.308
TRINITY_DN39059_c0_g1_i1.p1	990	794.212	701	76.2233
TRINITY_DN105045_c0_g1_i1.p1	633	437.26	14911	2944.92
TRINITY_DN68527_c0_g3_i3.p1	1596	1400.21	262	16.159
TRINITY_DN90511_c0_g1_i1.p1	885	689.212	2426	303.979
TRINITY_DN53100_c0_g1_i1.p2	1407	1211.21	3633	259.031
TRINITY_DN41699_c0_g1_i1.p1	846	650.212	1389	184.482
TRINITY_DN36700_c0_g1_i1.p1	2460	2264.21	1872	71.3995
TRINITY_DN70425_c7_g1_i8.p1	1566	1370.21	2250	141.808
TRINITY_DN97486_c0_g1_i1.p1	732	536.22	8199	1320.46
TRINITY_DN80807_c0_g1_i1.p1	723	527.22	2154	352.826
TRINITY_DN71107_c14_g18_i1.p1	948	752.212	1967	225.824
TRINITY_DN870_c0_g2_i1.p1	1449	1253.21	2608	179.717
TRINITY_DN69716_c1_g2_i1.p1	690	494.227	1211	211.604
TRINITY_DN80561_c0_g1_i1.p1	1089	893.212	2594	250.797
TRINITY_DN70320_c4_g1_i4.p1	1128	932.212	2668	247.159
TRINITY_DN114259_c0_g1_i1.p1	936	740.212	1547	180.485
TRINITY_DN79851_c0_g1_i1.p1	1365	1169.21	4169	307.925
TRINITY_DN61387_c0_g3_i1.p1	675	479.227	821	147.948
TRINITY_DN70454_c16_g1_i1.p1	1017	821.212	2005	210.846
TRINITY_DN63406_c0_g1_i1.p3	450	255.364	972	328.71
TRINITY_DN66258_c0_g2_i1.p1	774	578.212	3337	498.397
TRINITY_DN81927_c0_g1_i1.p1	486	290.757	648	192.464
TRINITY_DN70905_c3_g15_i1.p1	645	449.254	631	121.295
TRINITY_DN67585_c1_g1_i1.p1	1398	1202.21	412	29.5953
TRINITY_DN64294_c1_g1_i1.p2	768	572.212	1166	175.974
TRINITY_DN70655_c8_g1_i1.p1	906	710.212	1210	147.131
TRINITY_DN88408_c0_g1_i1.p1	504	308.594	2178	609.504
TRINITY_DN71585_c0_g1_i1.p1	456	261.219	6272	2073.51
TRINITY_DN69673_c9_g1_i1.p1	1479	1283.21	6140	413.215
TRINITY_DN66605_c0_g2_i1.p1	849	653.212	315	41.645
TRINITY_DN69465_c7_g1_i1.p1	1152	956.212	255	23.0299
TRINITY_DN53164_c0_g1_i1.p1	399	206.292	488	204.289
TRINITY_DN113670_c0_g1_i1.p1	516	320.523	650	175.13
TRINITY_DN58069_c0_g1_i1.p1	699	503.22	803	137.805
TRINITY_DN55467_c0_g1_i1.p1	693	497.227	1293	224.569
TRINITY_DN69960_c0_g1_i4.p1	1128	932.212	601	55.6757
TRINITY_DN66532_c0_g1_i1.p1	2610	2414.21	415	14.845
TRINITY_DN60827_c0_g1_i1.p1	3756	3560.21	2807	68.0884
TRINITY_DN55618_c0_g1_i1.p1	801	605.212	409	58.3609
TRINITY_DN69462_c1_g1_i1.p1	1944	1748.21	1040	51.3742
TRINITY_DN66504_c0_g1_i1.p1	354	164.298	864	454.138
TRINITY_DN37709_c0_g1_i1.p1	555	359.38	537	129.041
TRINITY_DN60876_c0_g2_i4.p1	1098	902.212	5577	533.824
TRINITY_DN33714_c0_g2_i1.p1	1131	935.212	1544	142.575
TRINITY_DN72081_c0_g1_i1.p1	624	428.26	3395	684.603
TRINITY_DN71470_c0_g1_i1.p1	450	255.364	15135	5118.35
TRINITY_DN72374_c0_g1_i1.p1	1059	863.212	1934	193.484
TRINITY_DN105076_c0_g1_i1.p1	1329	1133.21	3238	246.758
TRINITY_DN70475_c1_g3_i2.p1	618	422.266	2820	576.726
TRINITY_DN71501_c0_g1_i1.p1	1719	1523.21	10539	597.51
TRINITY_DN71861_c0_g1_i1.p1	1080	884.212	1001	97.7651
TRINITY_DN61033_c3_g1_i1.p1	726	530.22	1811	294.964
TRINITY_DN68945_c1_g1_i1.p1	1320	1124.21	3049	234.215
TRINITY_DN70943_c6_g2_i1.p1	498	302.66	346	98.7252
TRINITY_DN58110_c0_g1_i1.p2	543	347.385	149	37.0409
TRINITY_DN71106_c11_g5_i1.p1	894	698.212	2870	354.977
TRINITY_DN64051_c0_g1_i1.p1	573	377.301	521	119.249
TRINITY_DN88514_c0_g1_i1.p1	597	401.29	981	211.114
TRINITY_DN68815_c5_g2_i1.p1	624	428.26	670	135.106
TRINITY_DN58623_c0_g1_i1.p1	1305	1109.21	3620	281.838
TRINITY_DN70573_c3_g14_i1.p1	1278	1082.21	1565	124.884
TRINITY_DN69731_c9_g1_i1.p1	822	626.212	672	92.6732
TRINITY_DN72100_c0_g1_i1.p1	465	270.082	1269	405.762
TRINITY_DN114436_c0_g1_i1.p1	333	145.356	1170	695.121
TRINITY_DN61566_c0_g1_i1.p1	1335	1139.21	177	13.4176
TRINITY_DN67250_c1_g1_i1.p1	2670	2474.21	4666	162.86
TRINITY_DN68803_c10_g2_i1.p1	2424	2228.21	824	31.9357
TRINITY_DN70781_c3_g2_i1.p1	1239	1043.21	1654	136.921
TRINITY_DN105637_c0_g1_i1.p1	543	347.385	3717	924.033
TRINITY_DN88227_c0_g1_i1.p1	2700	2504.21	22406	772.68
TRINITY_DN67915_c1_g2_i2.p1	1689	1493.21	1685	97.4506
TRINITY_DN34265_c0_g2_i1.p1	621	425.26	1155	234.549
TRINITY_DN68951_c4_g1_i1.p1	1848	1652.21	2875	150.272
TRINITY_DN2517_c0_g2_i1.p2	1158	962.212	2123	190.54
TRINITY_DN90864_c0_g1_i1.p1	798	602.212	2076	297.704
TRINITY_DN56434_c0_g1_i1.p1	462	267.125	34	10.9919
TRINITY_DN65877_c0_g2_i1.p1	924	728.212	216	25.6155
TRINITY_DN80165_c0_g1_i1.p1	1329	1133.21	8826	672.603
TRINITY_DN63892_c0_g1_i1.p1	864	668.212	139	17.9641
TRINITY_DN68818_c3_g1_i1.p1	2004	1808.21	822	39.2581
TRINITY_DN113778_c0_g1_i1.p1	2370	2174.21	6231	247.493
TRINITY_DN62153_c0_g1_i1.p1	1605	1409.21	1065	65.2649
TRINITY_DN114130_c0_g1_i1.p1	513	317.536	13256	3605.17
TRINITY_DN70929_c11_g3_i1.p1	777	581.212	121	17.9786
TRINITY_DN11629_c0_g1_i1.p1	453	258.286	866	289.549
TRINITY_DN60683_c0_g1_i1.p1	408	214.881	85	34.1607
TRINITY_DN113870_c0_g1_i1.p1	1221	1025.21	5388	453.858
TRINITY_DN59593_c0_g1_i1.p1	360	169.664	2531	1288.27
TRINITY_DN7799_c0_g1_i1.p1	2676	2480.21	2539	88.4057
TRINITY_DN70081_c8_g1_i1.p1	339	150.729	1006	576.377
TRINITY_DN40425_c0_g1_i1.p1	2391	2195.21	8263	325.063
TRINITY_DN114517_c0_g1_i1.p1	840	644.212	1850	247.998
TRINITY_DN79816_c0_g3_i1.p1	324	137.482	15101	9485.6
TRINITY_DN105573_c0_g1_i1.p1	687	491.227	1224	215.182
TRINITY_DN79838_c0_g1_i1.p1	444	249.505	16137	5585.35
TRINITY_DN79975_c0_g1_i1.p1	1392	1196.21	1468	105.98
TRINITY_DN66041_c0_g1_i1.p1	2313	2117.21	2298	93.7329
TRINITY_DN69662_c0_g3_i1.p1	840	644.212	1125	150.81
TRINITY_DN68535_c1_g1_i1.p1	1104	908.212	637	60.5701
TRINITY_DN69141_c2_g1_i1.p2	375	183.664	1233	579.757
TRINITY_DN69180_c0_g1_i1.p1	1176	980.212	408	35.9456
TRINITY_DN71297_c3_g2_i2.p1	3150	2954.21	3111	90.942
TRINITY_DN41612_c0_g1_i1.p1	918	722.212	639	76.4086
TRINITY_DN56897_c0_g2_i1.p1	2487	2291.21	3315	124.947
TRINITY_DN11706_c1_g1_i1.p1	642	446.254	1941	375.621
TRINITY_DN69565_c0_g1_i1.p1	1248	1052.21	224	18.3845
TRINITY_DN70400_c4_g3_i1.p1	705	509.22	2488	421.94
TRINITY_DN36645_c0_g1_i1.p1	735	539.22	2347	375.884
TRINITY_DN33021_c1_g1_i1.p1	873	677.212	19344	2466.76
TRINITY_DN67453_c0_g2_i1.p1	1332	1136.21	1086	82.5423
TRINITY_DN37658_c0_g2_i1.p1	1020	824.212	1181	123.742
TRINITY_DN60854_c0_g1_i1.p1	1830	1634.21	1016	53.6898
TRINITY_DN70408_c7_g1_i1.p1	651	455.254	1499	284.351
TRINITY_DN77370_c0_g1_i1.p1	522	326.467	550	145.489
TRINITY_DN34252_c0_g1_i1.p1	1200	1004.21	1203	103.454
TRINITY_DN50960_c0_g1_i1.p1	528	332.453	507	131.699
TRINITY_DN67780_c0_g1_i5.p1	1404	1208.21	486	34.7376
TRINITY_DN51122_c0_g1_i1.p1	381	189.296	10311	4703.98
TRINITY_DN81813_c0_g1_i1.p1	669	473.227	628	114.603
TRINITY_DN70468_c2_g1_i1.p1	3144	2948.21	995	29.1454
TRINITY_DN59415_c0_g1_i1.p1	1962	1766.21	15967	780.705
TRINITY_DN66916_c0_g1_i2.p1	2880	2684.21	2198.2	70.7223
TRINITY_DN70172_c12_g1_i1.p1	1338	1142.21	842	63.6607
TRINITY_DN11109_c0_g1_i1.p1	783	587.212	923	135.742
TRINITY_DN69284_c2_g2_i1.p1	1311	1115.21	441	34.1497
TRINITY_DN2731_c0_g1_i1.p1	891	695.212	952	118.257
