noge_forward;3utr;16992;8737143;514.1915607344632;362.0;[0.28512, 0.30692, 0.1928, 0.21516];0.05481;-0.03681
noge_reverse;3utr;16992;8737143;514.1915607344632;362.0;[0.28512, 0.30692, 0.1928, 0.21516];0.05481;-0.03681
ruph_forward;3utr;5094;946678;185.84177463682764;96.0;[0.34, 0.32269, 0.1551, 0.18212];0.08013;0.02612
ruph_reverse;3utr;5094;946678;185.84177463682764;96.0;[0.34, 0.32269, 0.1551, 0.18212];0.08013;0.02612
asla_forward;mit;1;16763;16763.0;16763;[0.29583, 0.28617, 0.26338, 0.15463];-0.26017;0.01661
asla_reverse;mit;1;16763;16763.0;16763;[0.29583, 0.28617, 0.26338, 0.15463];-0.26017;0.01661
baat_forward;mit;1;14141;14141.0;14141;[0.45852, 0.32169, 0.12863, 0.09108];-0.1709;0.17538
baat_reverse;mit;1;14141;14141.0;14141;[0.45852, 0.32169, 0.12863, 0.09108];-0.1709;0.17538
baro_forward;mit;1;14152;14152.0;14152;[0.45916, 0.31727, 0.12959, 0.09391];-0.15966;0.18274
baro_reverse;mit;1;14152;14152.0;14152;[0.45916, 0.31727, 0.12959, 0.09391];-0.15966;0.18274
chca_forward;mit;1;17366;17366.0;17366;[0.35725, 0.2559, 0.26546, 0.12139];-0.37243;0.16529
chca_reverse;mit;1;17366;17366.0;17366;[0.35725, 0.2559, 0.26546, 0.12139];-0.37243;0.16529
crho_forward;mit;1;15954;15954.0;15954;[0.37107, 0.23129, 0.2704, 0.12724];-0.36003;0.23205
crho_reverse;mit;1;15954;15954.0;15954;[0.37107, 0.23129, 0.2704, 0.12724];-0.36003;0.23205
dare_forward;mit;1;16596;16596.0;16596;[0.31941, 0.28127, 0.23915, 0.16016];-0.19783;0.0635
dare_reverse;mit;1;16596;16596.0;16596;[0.31941, 0.28127, 0.23915, 0.16016];-0.19783;0.0635
dotr_forward;mit;1;17365;17365.0;17365;[0.25344, 0.33591, 0.16182, 0.24699];0.20834;-0.13993
dotr_reverse;mit;1;17365;17365.0;17365;[0.25344, 0.33591, 0.16182, 0.24699];0.20834;-0.13993
drme_forward;mit;1;19524;19524.0;19524;[0.41749, 0.40473, 0.10198, 0.0758];-0.14722;0.01551
drme_reverse;mit;1;19524;19524.0;19524;[0.41749, 0.40473, 0.10198, 0.0758];-0.14722;0.01551
mumu_forward;mit;1;16299;16299.0;16299;[0.34536, 0.2872, 0.24394, 0.1235];-0.32777;0.09195
mumu_reverse;mit;1;16299;16299.0;16299;[0.34536, 0.2872, 0.24394, 0.1235];-0.32777;0.09195
myed_forward;mit;1;16740;16740.0;16740;[0.27509, 0.34331, 0.14355, 0.23734];0.24624;-0.11032
myed_reverse;mit;1;16740;16740.0;16740;[0.27509, 0.34331, 0.14355, 0.23734];0.24624;-0.11032
myga_forward;mit;1;16780;16780.0;16780;[0.27503, 0.34249, 0.14476, 0.23772];0.24307;-0.10925
myga_reverse;mit;1;16780;16780.0;16780;[0.27503, 0.34249, 0.14476, 0.23772];0.24307;-0.10925
myga_forward;mit;1;16639;16639.0;16639;[0.28638, 0.34521, 0.14646, 0.22195];0.20489;-0.09316
myga_reverse;mit;1;16639;16639.0;16639;[0.28638, 0.34521, 0.14646, 0.22195];0.20489;-0.09316
noge_forward;mit;1;15180;15180.0;15180;[0.14407, 0.41318, 0.14638, 0.29638];0.33879;-0.48292
noge_reverse;mit;1;15180;15180.0;15180;[0.14407, 0.41318, 0.14638, 0.29638];0.33879;-0.48292
ruph_forward;mit;1;22392;22392.0;22392;[0.30087, 0.39554, 0.09771, 0.20588];0.35628;-0.13595
ruph_reverse;mit;1;22392;22392.0;22392;[0.30087, 0.39554, 0.09771, 0.20588];0.35628;-0.13595
ruph_forward;mit;1;21679;21679.0;21679;[0.2889, 0.39135, 0.1102, 0.20956];0.31073;-0.15061
ruph_reverse;mit;1;21679;21679.0;21679;[0.2889, 0.39135, 0.1102, 0.20956];0.31073;-0.15061
asla_forward;smith;2001;44022;22.0;22;[0.27116, 0.27888, 0.27464, 0.17532];-0.22072;-0.01404 
baat_forward;smith;21;462;22.0;22;[0.23593, 0.40043, 0.25541, 0.10823];-0.40476;-0.2585 
baro_forward;smith;313;6886;22.0;22;[0.40778, 0.30569, 0.12896, 0.15757];0.09985;0.14309 
chca_forward;smith;3967;87274;22.0;22;[0.33454, 0.2418, 0.28007, 0.14358];-0.32217;0.16091 
dare_forward;smith;2335;51370;22.0;22;[0.30399, 0.26591, 0.23753, 0.19256];-0.10455;0.06681 
dotr_forward;smith;604;13288;22.0;22.0;[0.22855, 0.32985, 0.14351, 0.29734];0.34892;-0.1814 
drme_forward;smith;846;18612;22.0;22.0;[0.34961, 0.39947, 0.12121, 0.1297];0.03383;-0.06656 
myed_forward;smith;1997;43934;22.0;22;[0.25862, 0.36908, 0.12724, 0.24498];0.31633;-0.17598 
noge_forward;smith;4300;94600;22.0;22.0;[0.1234, 0.40521, 0.1411, 0.33029];0.40134;-0.53311 
ruph_forward;smith;366;8052;22.0;22.0;[0.20007, 0.45057, 0.11786, 0.2315];0.32528;-0.385 
ruph_forward;smith;438;9636;22.0;22.0;[0.20112, 0.45309, 0.12121, 0.22457];0.29892;-0.38515 
asla_reverse;smith;3065;67430;22.0;22;[0.26349, 0.27719, 0.13706, 0.32226];0.4032;-0.02534 
baat_reverse;smith;46;1012;22.0;22.0;[0.17688, 0.52372, 0.20751, 0.0919];-0.38614;-0.49506 
chca_reverse;smith;5930;130460;22.0;22.0;[0.23202, 0.35662, 0.11481, 0.29655];0.44181;-0.21168 
dare_reverse;smith;4259;93698;22.0;22;[0.26739, 0.30813, 0.15553, 0.26895];0.26719;-0.07078 
dotr_reverse;smith;328;7216;22.0;22.0;[0.30543, 0.26649, 0.22755, 0.20039];-0.06347;0.06809 
ruph_reverse;smith;298;6556;22.0;22.0;[0.3014, 0.37218, 0.22605, 0.10037];-0.38505;-0.10507
ruph_reverse;smith;347;7634;22.0;22;[0.30679, 0.32774, 0.25334, 0.11213];-0.38638;-0.03303
